SRRecordID,ServiceRequesNum,SRType,Agency,Neighborhood,StreetAddress,ZipCode,MethodReceived,SRStatus,CreatedDate,StatusDate,DueDate,LastActivity,Outcome,LastActivityDate,GeoLocation
1150573469,16-00757119,SW-Boarding,Bureau of Solid Waste,EDMONDSON VILLAGE,715 MOUNT HOLLY ST,21229,Interface,CLOSED,10/21/2016 09:55:25 AM +0000,10/27/2016 09:09:01 AM +0000,10/28/2016 09:55:25 AM +0000,Dispatch Work Crew,Completed Property Management,10/24/16,"715 MOUNT HOLLY ST
21229
(39.295793, -76.679828)"
1150580373,16-00757320,SW-Rat Rubout - Proactive,Bureau of Solid Waste,BROADWAY EAST,1801 E NORTH-LAFAYETTE 1,21213,Mass Entry,CLOSED,10/20/2016 12:00:00 AM +0000,10/20/2016 12:00:00 AM +0000,10/25/2016 12:00:00 AM +0000,Dispatch Investigator,No Active Rodent Sign,10/20/16,"1801 E NORTH
21213
(39.312196, -76.592785)"
1150569927,16-00757008,TRM-Illegal Sign Removal,Department of Transportation,MID-TOWN BELVEDERE,1400 N CHARLES ST,21201,Phone,CLOSED,10/21/2016 09:42:05 AM +0000,10/21/2016 04:07:07 PM +0000,10/24/2016 09:42:05 AM +0000,Dispatch Work Crew,Sign Removed (Close),10/21/16,"1400 N CHARLES ST
21201
(39.30553, -76.616219)"
1150560317,16-00756729,SW-Rat Rubout - Proactive,Bureau of Solid Waste,MIDTOWN-EDMONDSON,1026 APPLETON ST,21217,Mass Entry,CLOSED,10/17/2016 12:00:00 AM +0000,10/17/2016 12:00:00 AM +0000,10/22/2016 12:00:00 AM +0000,Dispatch Investigator,No Active Rodent Sign,10/17/16,"1026 APPLETON ST
21217
(39.300624, -76.648487)"
1150587349,16-00757555,SW-Dirty Alley,Bureau of Solid Waste,HOLLINS MARKET,1002 W PRATT ST,21223,Phone,CLOSED,10/21/2016 11:03:40 AM +0000,10/31/2016 04:10:32 PM +0000,10/28/2016 11:03:40 AM +0000,Dispatch Work Crew,No trash in alley-checked both sides of street,10/31/16,"1002 W PRATT ST
21223
(39.285724, -76.633922)"
1150580052,16-00757311,SW-Rat Rubout - Proactive,Bureau of Solid Waste,BROADWAY EAST,1838 N DURHAM ST,21213,Mass Entry,CLOSED,10/20/2016 12:00:00 AM +0000,10/20/2016 12:00:00 AM +0000,10/25/2016 12:00:00 AM +0000,Dispatch Investigator,No Active Rodent Sign,10/20/16,"1838 N DURHAM ST
21213
(39.311731, -76.592364)"
1150582177,16-00757388,SW-Rat Rubout - Proactive,Bureau of Solid Waste,BROADWAY EAST,1800 E LAFAYETTE AVE,21213,Mass Entry,CLOSED,10/20/2016 12:00:00 AM +0000,10/20/2016 12:00:00 AM +0000,10/25/2016 12:00:00 AM +0000,Dispatch Investigator,No Active Rodent Sign,10/20/16,"1800 E LAFAYETTE AVE
21213
(39.310737, -76.592707)"
1150835403,16-00765015,FIR-Smoke Alarm Installation Request,Fire Department,WASHINGTON VILLAGE,807 W BARRE ST,21230,Phone,CLOSED,10/25/2016 10:50:49 AM +0000,10/25/2016 11:54:59 AM +0000,11/01/2016 10:50:49 AM +0000,Notify Fire Shift Commander,email sent,10/25/16,"807 W BARRE ST
21230
(39.281746, -76.626846)"
1150568424,16-00756954,HLTH-Animal-Animal In Danger/Injured/Abused/Neglected,Health Department,HOWARD PARK,3008 MILFORD AVE,21207,Phone,CLOSED,10/21/2016 09:34:39 AM +0000,10/21/2016 06:43:14 PM +0000,10/24/2016 09:34:39 AM +0000,Investigation,Resolved  Close SR,10/21/16,"3008 MILFORD AVE
21207
(39.325232, -76.701054)"
1150579574,16-00757301,SW-Rat Rubout - Proactive,Bureau of Solid Waste,BROADWAY EAST,1824 E LAFAYETTE AVE,21213,Mass Entry,CLOSED,10/20/2016 12:00:00 AM +0000,10/20/2016 12:00:00 AM +0000,10/25/2016 12:00:00 AM +0000,Dispatch Investigator,Area Baited,10/21/16,"1824 E LAFAYETTE AVE
21213
(39.310758, -76.592112)"
1150623657,16-00758657,SW-Dirty Street - Proactive,Bureau of Solid Waste,SANDTOWN-WINCHESTER,1836 PRESSTMAN ST,21217,Mass Entry,CLOSED,10/21/2016 04:09:10 PM +0000,10/21/2016 04:09:10 PM +0000,10/28/2016 04:09:10 PM +0000,Dispatch Work Crew,Cleaned and removed debris (Close),10/21/16,"1836 PRESSTMAN ST
21217
(39.305227, -76.647651)"
1150564055,16-00756831,TRM-StLight Pole Access Cover/Plate Missing,Department of Transportation,COLDSTREAM HOMESTEAD MONTEBELLO,2700 HARFORD RD,21218,Phone,CLOSED,10/21/2016 09:13:51 AM +0000,10/21/2016 03:18:42 PM +0000,10/24/2016 09:13:51 AM +0000,Cityworks SR Comments,UPDATED,10/21/16,"2700 HARFORD RD
21218
(39.320338, -76.591621)"
1150571564,16-00757071,TRM-Illegal Sign Removal,Department of Transportation,CHARLES VILLAGE,2336 N CHARLES ST,21218,Phone,CLOSED,10/21/2016 09:52:04 AM +0000,10/21/2016 11:00:17 AM +0000,10/24/2016 09:52:04 AM +0000,Dispatch Work Crew,Sign Removed (Close),10/21/16,"2336 N CHARLES ST
21218
(39.315691, -76.616846)"
1150580357,16-00757319,,Department of Transportation,MIDDLE EAST,2225 E MADISON ST,21205,Phone,OPEN,10/21/2016 10:07:16 AM +0000,11/29/2016 10:17:54 AM +0000,11/20/2016 10:07:16 AM +0000,,Application sent,10/21/16,"2225 E MADISON ST
21205
(39.299774, -76.585844)"
1150777412,16-00763252,SW-Bulk-Scheduled,Bureau of Solid Waste,GROVE PARK,5641 BELLE AVE,21207,Internet,CLOSED,10/24/2016 04:58:32 PM +0000,10/28/2016 03:54:03 PM +0000,03/13/2017 04:58:32 PM +0000,Pick Up Bulk Items,Abated - Close SR,10/28/16,"5641 BELLE AVE
21207
(39.340117, -76.704454)"
1150567609,16-00756925,SW-Bulk-Scheduled,Bureau of Solid Waste,DORCHESTER,3912 LIBERTY HEIGHTS AVE,21207,Phone,CLOSED,10/21/2016 09:27:22 AM +0000,10/28/2016 03:54:10 PM +0000,03/10/2017 09:27:22 AM +0000,Pick Up Bulk Items,Abated - Close SR,10/28/16,"3912 LIBERTY HEIGHTS AVE
21207
(39.327917, -76.684438)"
1150581548,16-00757364,ECC-Vehicle Look Up,Mayors Office of Information Technology,FRANKFORD,5012 DENVIEW WAY,21206,Phone,CLOSED,10/21/2016 10:19:16 AM +0000,10/21/2016 10:19:16 AM +0000,10/21/2016 10:19:16 AM +0000,,,,"5012 DENVIEW WAY
21206
(39.325463, -76.533483)"
1145094329,16-00595926,SW-Park Cleaning,Bureau of Solid Waste,JONES FALLS AREA,2700 MADISON AVE,21205,Mobile Apps,CLOSED,08/13/2016 08:09:36 AM +0000,08/15/2016 04:31:52 PM +0000,08/16/2016 08:09:36 AM +0000,Dispatch Work Crew,Abated - Close SR,8/15/16,"2700 MADISON AVE
21205
"
1150563040,16-00756804,SW-Rat Rubout - Proactive,Bureau of Solid Waste,SANDTOWN-WINCHESTER,1832 W LAFAYETTE AVE,21217,Mass Entry,CLOSED,10/17/2016 12:00:00 AM +0000,10/17/2016 12:00:00 AM +0000,10/22/2016 12:00:00 AM +0000,Dispatch Investigator,No Active Rodent Sign,10/17/16,"1832 W LAFAYETTE AVE
21217
(39.29876, -76.646949)"
1150561159,16-00756752,SW-Rat Rubout - Proactive,Bureau of Solid Waste,MIDTOWN-EDMONDSON,1109 APPLETON ST,21217,Mass Entry,CLOSED,10/17/2016 12:00:00 AM +0000,10/17/2016 12:00:00 AM +0000,10/22/2016 12:00:00 AM +0000,Dispatch Investigator,No Active Rodent Sign,10/17/16,"1109 APPLETON ST
21217
(39.301374, -76.648538)"
1145094432,16-00595930,SW-Dirty Street,Bureau of Solid Waste,JONES FALLS AREA, DRUID PARK LAKE DR TO NB I 83 & I 83 N,21211,Phone,CLOSED,08/13/2016 08:11:45 AM +0000,08/25/2016 02:52:20 PM +0000,08/20/2016 08:11:45 AM +0000,Dispatch Work Crew,Nothing out at this time (Close),8/25/16,"83 N
21211
"
1150776926,16-00763224,,Department of Transportation,GLEN OAKS,6213 CHINQUAPIN PKWY,21239,Phone,OPEN,10/24/2016 04:54:15 PM +0000,11/29/2016 11:03:28 AM +0000,11/23/2016 04:54:15 PM +0000,,Application sent,10/25/16,"6213 CHINQUAPIN PKWY
21239
(39.370575, -76.597367)"
1150556097,16-00756608,SW-Dirty Street,Bureau of Solid Waste,ROLAND PARK,4501 FALLS RD,21209,Mobile Apps,CLOSED,10/21/2016 08:28:06 AM +0000,11/01/2016 03:36:16 PM +0000,10/28/2016 08:28:06 AM +0000,Dispatch Work Crew,Nothing out at this time (Close),11/1/16,"4501 FALLS RD
21209
(39.343513, -76.640312)"
1150575546,16-00757183,SW-Boarding,Bureau of Solid Waste,GARWYN OAKS,2806 GARRISON BLVD,21216,Interface,CLOSED,10/21/2016 09:56:38 AM +0000,10/27/2016 09:08:20 AM +0000,10/28/2016 09:56:38 AM +0000,Dispatch Work Crew,Completed Property Management,10/24/16,"2806 GARRISON BLVD
21216
(39.320192, -76.677163)"
1150624248,16-00758675,SW-Dirty Street - Proactive,Bureau of Solid Waste,EASTERWOOD,1501 APPLETON ST,21217,Mass Entry,CLOSED,10/21/2016 04:13:41 PM +0000,10/21/2016 04:13:41 PM +0000,10/28/2016 04:13:41 PM +0000,Dispatch Work Crew,Cleaned and removed debris (Close),10/21/16,"1501 APPLETON ST
21217
(39.305313, -76.648766)"
1150587368,16-00757556,SW-Rat Rubout - Proactive,Bureau of Solid Waste,COLDSTREAM HOMESTEAD MONTEBELLO,1600 CHILTON ST,21218,Mass Entry,CLOSED,10/12/2016 12:00:00 AM +0000,10/12/2016 12:00:00 AM +0000,10/17/2016 12:00:00 AM +0000,Dispatch Investigator,Area Baited,10/12/16,"1600 CHILTON ST
21218
(39.327509, -76.594075)"
1150573641,16-00757124,SW-HGW,Bureau of Solid Waste,POPPLETON,1089 W FAYETTE ST,21223,Interface,CLOSED,10/21/2016 09:55:33 AM +0000,11/21/2016 10:03:55 AM +0000,11/20/2016 09:55:33 AM +0000,Dispatch Work Crew,Completed Property Management,11/18/16,"1089 W FAYETTE ST
21223
(39.289813, -76.636385)"
1151003337,16-00769920,SW-Rat Rubout - Proactive,Bureau of Solid Waste,WAVERLY,3319 WESTERWALD AVE,21218,Mass Entry,CLOSED,10/26/2016 12:00:00 AM +0000,10/26/2016 12:00:00 AM +0000,10/31/2016 12:00:00 AM +0000,Dispatch Investigator,Area Baited,10/26/16,"3319 WESTERWALD AVE
21218
(39.329471, -76.605036)"
1150561032,16-00756749,SW-Rat Rubout - Proactive,Bureau of Solid Waste,MIDTOWN-EDMONDSON,1103 APPLETON ST,21217,Mass Entry,CLOSED,10/17/2016 12:00:00 AM +0000,10/17/2016 12:00:00 AM +0000,10/22/2016 12:00:00 AM +0000,Dispatch Investigator,No Active Rodent Sign,10/17/16,"1103 APPLETON ST
21217
(39.301259, -76.64853)"
1151023732,16-00770447,SW-Mixed Refuse,Bureau of Solid Waste,HARLEM PARK,1039 BRANTLEY AVE,21217,Phone,CLOSED,10/27/2016 09:27:19 AM +0000,10/27/2016 09:30:11 AM +0000,10/28/2016 09:27:19 AM +0000,,,,"1039 BRANTLEY AVE
21217
(39.296173, -76.63529)"
1150776562,16-00763212,HLTH-Animal-Animal Attack Against Human,Health Department,GLEN OAKS,6139 DUNROMING RD,21239,Phone,CLOSED,10/24/2016 04:48:16 PM +0000,10/25/2016 09:28:44 AM +0000,10/31/2016 04:48:16 PM +0000,Investigation,Resolved  Close SR,10/24/16,"6139 DUNROMING RD
21239
(39.368653, -76.596205)"
1150562569,16-00756791,SW-Rat Rubout - Proactive,Bureau of Solid Waste,SANDTOWN-WINCHESTER,1128 N MOSHER ST,21217,Mass Entry,CLOSED,10/17/2016 12:00:00 AM +0000,10/17/2016 12:00:00 AM +0000,10/22/2016 12:00:00 AM +0000,Dispatch Investigator,No Active Rodent Sign,10/21/16,"1128 N MOSHER ST
21217
(39.30018, -76.636943)"
1150624368,16-00758678,HCD-Zoning Investigation,HCD-Department of Housing,SHARP-LEADENHALL,1025 RACE ST,21230,Internet,CLOSED,10/21/2016 04:14:26 PM +0000,10/25/2016 04:37:28 PM +0000,11/05/2016 04:14:26 PM +0000,Dispatch Inspector,Complaint Not a Violation,10/25/16,"1025 RACE ST
21230
(39.277067, -76.616234)"
1150578433,16-00757275,SW-HGW,Bureau of Solid Waste,CARROLL PARK,1009 S MONROE ST,21230,Interface,CLOSED,10/21/2016 09:58:18 AM +0000,11/28/2016 09:39:27 AM +0000,11/20/2016 09:58:18 AM +0000,Dispatch Work Crew,Canceled Property Management,11/21/16,"1009 S MONROE ST
21230
(39.276718, -76.643988)"
1150586489,16-00757529,SW-Mixed Refuse,Bureau of Solid Waste,BIDDLE STREET,1121 N LAKEWOOD AVE,21213,Phone,CLOSED,10/21/2016 10:56:29 AM +0000,10/21/2016 02:21:26 PM +0000,10/22/2016 10:56:29 AM +0000,Investigate Complaint,CREW ERROR,10/21/16,"1121 N LAKEWOOD AVE
21213
(39.304511, -76.579815)"
1150556808,16-00756628,HCD-Sanitation Property,HCD-Department of Housing,BELAIR-EDISON,3107 BELAIR RD,21213,Phone,CLOSED,10/21/2016 08:35:49 AM +0000,10/24/2016 03:52:47 PM +0000,10/31/2016 08:35:49 AM +0000,,Send Message,10/24/16,"3107 BELAIR RD
21213
(39.320421, -76.57502)"
1150771509,16-00763070,SW-Rat Rubout - Proactive,Bureau of Solid Waste,DARLEY PARK,1650 DARLEY AVE,21213,Mass Entry,CLOSED,10/20/2016 12:00:00 AM +0000,10/20/2016 12:00:00 AM +0000,10/25/2016 12:00:00 AM +0000,Dispatch Investigator,No Active Rodent Sign,10/20/16,"1650 DARLEY AVE
21213
(39.314663, -76.594845)"
1098418343,15-00211171,TRM-Street Repairs,Department of Transportation,CHESWOLDE,  SHELRICK DR & LARRYVALE RD  ,21209,Phone,CLOSED,03/17/2015 11:04:23 AM +0000,05/08/2015 12:09:10 PM +0000,04/26/2015 11:04:23 AM +0000,Dispatch Work Crew,Closed,5/8/15,"SHELRICK DR
21209
"
1150569572,16-00756994,TRM-Illegal Sign Removal,Department of Transportation,MID-TOWN BELVEDERE,1014 N CHARLES ST,21201,Phone,CLOSED,10/21/2016 09:40:21 AM +0000,10/21/2016 04:04:56 PM +0000,10/24/2016 09:40:21 AM +0000,Dispatch Work Crew,Sign not illegal-TRM,10/21/16,"1014 N CHARLES ST
21201
(39.301707, -76.615949)"
1150575205,16-00757172,SW-HGW,Bureau of Solid Waste,LAKELAND,2821 EASTSHIRE DR,21230,Interface,CLOSED,10/21/2016 09:56:28 AM +0000,11/17/2016 04:07:11 PM +0000,11/20/2016 09:56:28 AM +0000,Dispatch Work Crew,Canceled Property Management,11/17/16,"2821 EASTSHIRE DR
21230
(39.255648, -76.642635)"
1151023854,16-00770450,SW-Dirty Alley-Proactive,Bureau of Solid Waste,ELLWOOD PARK/MONUMENT,3125 E MONUMENT ST,21205,Phone,CLOSED,10/27/2016 09:28:05 AM +0000,11/09/2016 03:43:51 PM +0000,11/03/2016 09:28:05 AM +0000,Dispatch Work Crew,Cleaned and removed debris (Close),11/9/16,"3125 E MONUMENT ST
21205
(39.29918, -76.572878)"
1150585274,16-00757490,WW Water Discolored,Bureau of Water and Waste Water,KENILWORTH PARK,915 WINSTON AVE,21212,Phone,CLOSED,10/21/2016 10:46:22 AM +0000,10/21/2016 10:46:22 AM +0000,10/23/2016 10:46:22 AM +0000,Cityworks SR Comments,UPDATED,10/21/16,"915 WINSTON AVE
21212
(39.34934, -76.602146)"
1150622379,16-00758622,SW-Bulk-White Goods,Bureau of Solid Waste,ROSEMONT,3126 BELMONT AVE,21216,Phone,CLOSED,10/21/2016 03:57:59 PM +0000,10/24/2016 03:38:01 PM +0000,10/24/2016 03:57:59 PM +0000,Picked up White Good Items,Unable to collect- not able to contact participant,10/24/16,"3126 BELMONT AVE
21216
(39.303094, -76.669787)"
1150581627,16-00757366,SW-Graffiti Removal Unscheduled,Bureau of Solid Waste,COLDSTREAM HOMESTEAD MONTEBELLO,2719 LOCH RAVEN RD,21218,Mass Entry,CLOSED,10/20/2016 12:00:00 AM +0000,10/20/2016 12:00:00 AM +0000,10/20/2016 12:00:00 AM +0000,Dispatch Work Crew,Graffiti Cleaned and Removed,10/20/16,"2719 LOCH RAVEN RD
21218
(39.320918, -76.604218)"
1145094701,16-00595940,SW-Park Cleaning,Bureau of Solid Waste,JONES FALLS AREA,2700 MADISON AVE,21205,Mobile Apps,CLOSED,08/13/2016 08:17:39 AM +0000,08/15/2016 04:30:34 PM +0000,08/16/2016 08:17:39 AM +0000,Dispatch Work Crew,Abated - Close SR,8/15/16,"2700 MADISON AVE
21205
"
1150556675,16-00756624,TRM-Sign Damaged,Department of Transportation,HAMPDEN,3531 FALLS RD,21211,Mobile Apps,CLOSED,10/21/2016 08:34:10 AM +0000,10/31/2016 11:06:07 AM +0000,10/23/2016 08:34:10 AM +0000,Action Taken,Sign Missing,10/31/16,"3531 FALLS RD
21211
(39.330507, -76.634783)"
1149587098,16-00728059,Forestry Down Tree,Department of Recreation and Parks,REISTERSTOWN STATION, W NORTHERN PKWY & WABASH AVE,21215,Phone,CLOSED,10/08/2016 08:13:21 PM +0000,10/11/2016 07:17:13 AM +0000,10/09/2016 08:13:21 PM +0000,Dispatch Inspector,Duplicate request,10/11/16,"W NORTHERN PKWY
21215
"
1150690048,16-00760582,SW-Leaf Collection Scheduling,Bureau of Solid Waste,ROLAND PARK,203 LONGWOOD RD,21210,Phone,CLOSED,10/23/2016 06:12:12 PM +0000,10/24/2016 09:18:32 AM +0000,03/02/2017 06:12:12 PM +0000,Collected bags,Collected 15 or less bags of leaves,10/24/16,"203 LONGWOOD RD
21210
(39.356626, -76.639271)"
1150582964,16-00757416,WW Storm Inlet Choke,Bureau of Water and Waste Water,EDMONDSON VILLAGE,810 N HILTON ST,21229,Phone,CLOSED,10/21/2016 10:29:52 AM +0000,10/26/2016 12:00:00 AM +0000,10/28/2016 10:29:52 AM +0000,WO - Clear Storm Inlet Choke,CLOSED,10/25/16,"810 N HILTON ST
21229
(39.296534, -76.672847)"
1150567840,16-00756933,FCCS-Refunds,Finance-Revenue Collections,DOWNTOWN,200 HOLLIDAY ST,21202,Phone,CLOSED,10/21/2016 09:29:37 AM +0000,11/01/2016 02:23:52 PM +0000,12/20/2016 09:29:37 AM +0000,Action Taken,Issued refund check,11/1/16,"200 HOLLIDAY ST
21202
(39.291805, -76.61033)"
1150567971,16-00756937,SW-Survey/Escalation,Bureau of Solid Waste,WINSTON-GOVANS,727 MCCABE AVE,21212,Phone,CLOSED,10/21/2016 09:30:39 AM +0000,10/24/2016 03:48:35 PM +0000,10/24/2016 09:30:39 AM +0000,Agency Response,Abated - Close SR,10/24/16,"727 MCCABE AVE
21212
(39.352248, -76.605873)"
1150563763,16-00756823,SW-Rat Rubout - Proactive,Bureau of Solid Waste,HARLEM PARK,1809 RAYNER AVE,21217,Mass Entry,CLOSED,10/17/2016 12:00:00 AM +0000,10/17/2016 12:00:00 AM +0000,10/22/2016 12:00:00 AM +0000,Dispatch Investigator,No Active Rodent Sign,10/17/16,"1809 RAYNER AVE
21217
(39.296933, -76.646495)"
1150619633,16-00758536,SW-Dirty Street,Bureau of Solid Waste,UNION SQUARE,1710 W PRATT ST,21223,Mobile Apps,DUPCLOSD,10/21/2016 03:37:51 PM +0000,10/25/2016 03:45:11 PM +0000,10/28/2016 03:37:51 PM +0000,,,,"1710 W PRATT ST
21223
(39.285237, -76.644232)"
1149587363,16-00728069,TRS-Parking Complaints,Department of Transportation,SBIC, MARSHALL ST & E WINDER ST,21230,Phone,CLOSED,10/08/2016 08:24:41 PM +0000,10/08/2016 10:06:23 PM +0000,10/09/2016 08:24:41 PM +0000,Dispatch PCA,Gone On Arrival,10/8/16,"E MARSHALL ST
21230
"
1150575376,16-00757178,SW-Rat Rubout - Proactive,Bureau of Solid Waste,BROADWAY EAST,1822 E LAFAYETTE AVE,21213,Mass Entry,CLOSED,10/20/2016 12:00:00 AM +0000,10/20/2016 12:00:00 AM +0000,10/25/2016 12:00:00 AM +0000,Dispatch Investigator,Area Baited,10/20/16,"1822 E LAFAYETTE AVE
21213
(39.310757, -76.592171)"
1150776650,16-00763214,HCD-Illegal Dumping,HCD-Department of Housing,WINCHESTER,1125 POPLAR GROVE ST,21216,Phone,CLOSED,10/24/2016 04:49:54 PM +0000,10/27/2016 11:38:37 AM +0000,10/29/2016 04:49:54 PM +0000,Dispatch Investigator,Suff-Evidence,10/25/16,"1125 POPLAR GROVE ST
21216
(39.30088, -76.665292)"
1150582031,16-00757382,TRS-Vehicle Removal,Department of Transportation,FRANKLINTOWN ROAD,928 POPLAR GROVE ST,21216,Phone,CLOSED,10/21/2016 10:22:31 AM +0000,10/26/2016 10:48:13 AM +0000,10/25/2016 10:22:31 AM +0000,Vehicle Towed,Abated - Close SR,10/26/16,"928 POPLAR GROVE ST
21216
(39.298832, -76.665157)"
1150572855,16-00757100,SW-HGW,Bureau of Solid Waste,WALBROOK,2947 W NORTH AVE,21216,Interface,CLOSED,10/21/2016 09:55:02 AM +0000,11/21/2016 10:04:57 AM +0000,11/20/2016 09:55:02 AM +0000,Dispatch Work Crew,Completed Property Management,11/18/16,"2947 W NORTH AVE
21216
(39.309059, -76.667385)"
1150571041,16-00757049,HCD-Sanitation Property,HCD-Department of Housing,GLENHAM-BELFORD,6004 WINTHROPE AVE,21206,Phone,CLOSED,10/21/2016 09:48:16 AM +0000,10/24/2016 03:42:31 PM +0000,10/31/2016 09:48:16 AM +0000,,Send Message,10/24/16,"6004 WINTHROPE AVE
21206
(39.352068, -76.546158)"
1150622512,16-00758625,SW-Dirty Alley,Bureau of Solid Waste,BALTIMORE-LINWOOD,3021 E BALTIMORE ST,21224,Phone,CLOSED,10/21/2016 03:59:57 PM +0000,10/31/2016 03:32:41 PM +0000,10/28/2016 03:59:57 PM +0000,Dispatch Work Crew,Cleaned and removed debris (Close),10/31/16,"3021 E BALTIMORE ST
21224
(39.292322, -76.573925)"
1150569537,16-00756993,TRS-48 Hour Parking Complaint,Department of Transportation,WALBROOK,2300 N ROSEDALE ST,21216,Phone,CLOSED,10/21/2016 09:40:19 AM +0000,10/25/2016 12:56:42 PM +0000,10/26/2016 09:40:19 AM +0000,Dispatch PCA,Need more information,10/25/16,"2300 N ROSEDALE ST
21216
(39.313408, -76.669573)"
1150560093,16-00756723,SW-Rat Rubout - Proactive,Bureau of Solid Waste,SANDTOWN-WINCHESTER,1823 PRESSTMAN ST,21217,Mass Entry,CLOSED,10/17/2016 12:00:00 AM +0000,10/17/2016 12:00:00 AM +0000,10/22/2016 12:00:00 AM +0000,Dispatch Investigator,No Active Rodent Sign,10/17/16,"1823 PRESSTMAN ST
21217
(39.305243, -76.647191)"
1151002637,16-00769897,SW-Recycling,Bureau of Solid Waste,CANTON,3124 DILLON ST,21224,Phone,CLOSED,10/27/2016 08:37:10 AM +0000,10/28/2016 07:36:14 AM +0000,10/28/2016 08:37:10 AM +0000,Dispatch Work Crew,EARLY CALL-Left door hanger,10/28/16,"3124 DILLON ST
21224
(39.281333, -76.571753)"
1150688621,16-00760547,SW-Dirty Alley,Bureau of Solid Waste,BARCLAY,102 E 21ST ST,21218,Mobile Apps,DUPCLOSD,10/23/2016 05:32:30 PM +0000,11/01/2016 04:02:48 PM +0000,10/30/2016 05:32:30 PM +0000,,,,"102 E 21ST ST
21218
(39.313326, -76.614374)"
1150578521,16-00757278,SW-Cleaning,Bureau of Solid Waste,UPTON,1230 DRUID HILL AVE,21217,Interface,CLOSED,10/21/2016 09:58:23 AM +0000,11/28/2016 09:38:51 AM +0000,11/20/2016 09:58:23 AM +0000,Dispatch Work Crew,Canceled Property Management,11/18/16,"1230 DRUID HILL AVE
21217
(39.30184, -76.628404)"
1150552011,16-00756484,TRS-Parking Complaints,Department of Transportation,HAMPDEN,3300 KESWICK RD,21211,Phone,CLOSED,10/21/2016 07:19:46 AM +0000,10/21/2016 11:50:23 AM +0000,10/22/2016 07:19:46 AM +0000,Dispatch PCA,No Violation Found,10/21/16,"3300 KESWICK RD
21211
(39.327233, -76.627793)"
1150585706,16-00757502,SW-Rat Rubout - Proactive,Bureau of Solid Waste,OLIVER,1401 N CENTRAL-EDEN,21213,Mass Entry,CLOSED,10/20/2016 12:00:00 AM +0000,10/20/2016 12:00:00 AM +0000,10/25/2016 12:00:00 AM +0000,Dispatch Investigator,No Active Rodent Sign,10/20/16,"1401 N CENTRAL
EDEN 21213
(39.30629, -76.600585)"
1151023951,16-00770454,SW-Rat Rubout - Proactive,Bureau of Solid Waste,PARKLANE,4526 FINNEY AVE,21215,Mass Entry,CLOSED,10/26/2016 12:00:00 AM +0000,10/26/2016 12:00:00 AM +0000,10/31/2016 12:00:00 AM +0000,Dispatch Investigator,Area Baited,10/26/16,"4526 FINNEY AVE
21215
(39.34298, -76.66108)"
1150575450,16-00757180,SW-HGW,Bureau of Solid Waste,FOUR BY FOUR,3161 LYNDALE AVE,21213,Interface,CLOSED,10/21/2016 09:56:35 AM +0000,11/28/2016 09:38:42 AM +0000,11/20/2016 09:56:35 AM +0000,Dispatch Work Crew,Canceled Property Management,11/18/16,"3161 LYNDALE AVE
21213
(39.31644, -76.578708)"
1145716713,16-00614370,TRT- Signal Walk Time ,Department of Transportation,LOCH RAVEN,2099 E BELVEDERE AVE,21239,Phone,CLOSED,08/20/2016 10:29:43 AM +0000,06/07/2017 11:05:40 AM +0000,09/19/2016 10:29:43 AM +0000,Dispatch Investigator-Pedestrian,Abated - Close SR,6/7/17,"2099 E BELVEDERE AVE
21239
"
1150572917,16-00757102,SW-HGW,Bureau of Solid Waste,MOUNT WINANS,2631 PUGET ST,21230,Interface,CLOSED,10/21/2016 09:55:04 AM +0000,11/17/2016 03:45:46 PM +0000,11/20/2016 09:55:04 AM +0000,Dispatch Work Crew,Completed Property Management,11/17/16,"2631 PUGET ST
21230
(39.260333, -76.644581)"
1151023922,16-00770453,SW-Dirty Street,Bureau of Solid Waste,RADNOR-WINSTON,324 ROSSITER AVE,21212,Internet,CLOSED,10/27/2016 09:28:36 AM +0000,11/10/2016 03:32:33 PM +0000,11/03/2016 09:28:36 AM +0000,Dispatch Work Crew,Nothing out at this time (Close),11/10/16,"324 ROSSITER AVE
21212
(39.348965, -76.612547)"
1112333507,15-00653232,SW-Rat Rubout - Proactive,Bureau of Solid Waste,ARLINGTON,3682 W ROGERS AVE ,21215,Mass Entry,CLOSED,08/13/2015 12:00:00 AM +0000,08/13/2015 12:00:00 AM +0000,08/18/2015 12:00:00 AM +0000,Dispatch Investigator,No Active Rodent Sign,8/13/15,"3682 W ROGERS AVE
21215
(39.351007, -76.684565)"
1150564076,16-00756832,SW-Rat Rubout - Proactive,Bureau of Solid Waste,HARLEM PARK,1823 RAYNER AVE,21217,Mass Entry,CLOSED,10/17/2016 12:00:00 AM +0000,10/17/2016 12:00:00 AM +0000,10/22/2016 12:00:00 AM +0000,Dispatch Investigator,No Active Rodent Sign,10/17/16,"1823 RAYNER AVE
21217
(39.296919, -76.646833)"
1150618007,16-00758497,FCCS-Refunds,Finance-Revenue Collections,PENROSE/FAYETTE STREET OUTREACH,2011 W LEXINGTON ST,21223,Phone,CLOSED,10/21/2016 03:25:52 PM +0000,10/25/2016 03:34:55 PM +0000,12/20/2016 03:25:52 PM +0000,Action Taken,Issued refund check,10/24/16,"2011 W LEXINGTON ST
21223
(39.290431, -76.649634)"
